Food-Name,"Energy-
-kJ","Protein-
-g","Fat
-g","carbohydrate
-g",sugars-g,"Sodium-Na-
-mg","Zinc-Zn-
-mg","Folate
-ug","Pyridoxine-B6-
-mg","Cobalamin-B12-
-ug","Vitamin-D3
-ug","Vitamin-C-
-mg","Vitamin-A
-ug","Iron-Fe-
-mg","Calcium-Ca-
-mg","Selenium-Se-
-ug",per-100g
"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat","1,067",24.9,17.4,0,0,64,1.44,0,0.38,0.7,6.4,0,46,0.75,13,19.6,per 100g
"Turkey, breast, lean flesh, raw",490,21.6,3.3,0,0,240,1.3,0,0.29,0.6,3.7,0,21,0.4,7,11,per 100g
"Turkey, breast, lean flesh, baked, no added fat",648,29.4,4,0,0,210,1.9,3,0.08,0.7,6,0,86,0.6,8,19,per 100g
"Turkey, breast, lean flesh, skin & fat, raw",663,20.4,8.5,0,0,217,1.3,0,0.25,0.6,2.12,0,31,0.56,7,10.4,per 100g
"Turkey, breast, lean flesh, skin & fat, baked, no added fat",809,27.7,9.2,0,0,199,1.84,3,0.07,0.8,2.2,0,86,0.71,8,17.9,per 100g
"Turkey, hindquarter, lean flesh, raw",510,18.4,5.3,0,0,260,3.6,0,0.13,1.4,3.7,2,55,1.2,7,17,per 100g
"Turkey, hindquarter, lean flesh, baked, no added fat",714,26.8,7,0,0,170,4.5,23,0.04,2.4,6,2,25,2.1,9,20,per 100g
"Turkey, hindquarter, lean flesh, skin & fat, raw",782,18.6,12.6,0,0,237,3.14,0,0.11,1.5,2.12,2,62,1.3,10,15.7,per 100g
"Turkey, hindquarter, lean flesh, skin & fat, baked, no added fat",911,25.6,12.9,0,0,165,3.97,20,0.04,2.3,2.5,2,36,2.04,10,18.4,per 100g
"Duck, lean flesh, raw",506,17.8,5.5,0,0,91,2,0,0.1,0.7,3.7,0,18,1.8,7,25,per 100g
"Duck, breast, lean, raw",383,21.2,0.6,0,0,60,1.1,0,0.21,2,6,0,0,3.2,4,27,per 100g
"Duck, breast, lean, fried, no added fat",504,28,0.8,0,0,63,1.45,0,0.22,1.9,7.1,0,0,3.79,5,35.5,per 100g
"Duck, lean flesh, baked, no added fat",765,24.3,9.5,0,0,95,2.9,23,0.05,1.1,6,0,21,2.6,26,36,per 100g
"Duck, skin & fat, raw","2,352",9.5,59.2,0,0,34,0.45,0,0.01,0.4,6.9,0,89,0.45,3,8,per 100g
"Duck, skin & fat, baked, no added fat","2,016",13.4,48.3,0,0,60,1.3,20,0.02,1.3,5.9,0,89,1.3,3,20,per 100g
"Duck, lean flesh, skin & fat, raw","1,585",13,36.9,0,0,58,1.09,0,0.05,0.5,5.57,0,60,1.01,5,15.1,per 100g
"Duck, lean flesh, skin & fat, baked, no added fat","2,114",17.3,49.2,0,0,62,1.46,0,0.05,0.5,6.68,0,60,1.21,6,20.1,per 100g
"Quail, lean flesh & skin, raw",722,18.5,11,0,0,45,0.74,0,0.68,1.2,8.7,0,20,1.3,6,15,per 100g
"Quail, lean flesh & skin, baked, no added fat",826,27.7,9.6,0,0,58,1.3,20,0.58,1.8,6.8,0,20,1.8,16,23,per 100g
"Buffalo, swamp, cube roll, raw",507,24.4,2.5,0,0,45,1.93,8,0.53,1.7,3.8,0,2,2.4,3,9,per 100g
"Buffalo, swamp, topside, raw",448,24.6,0.8,0,0,41,1.93,8,0.53,1.7,0.7,0,2,3.3,4,9,per 100g
"Buffalo, riverine, cube roll, raw",650,23.9,6.6,0,0,56,1.93,8,0.53,1.7,3.8,0,2,2.3,6,9,per 100g
"Buffalo, riverine, topside, raw",496,24.4,2.2,0,0,56,1.93,8,0.53,1.7,0.7,0,2,2.7,5,9,per 100g
"Camel, steak, as purchased, raw",514,20.8,4.3,0,0,53,3.4,0,0.11,1.3,2.7,0,0,2.07,4,21,per 100g
"Camel, steak, as purchased, fried, no added fat",790,32,6.7,0,0,69,5.23,0,0.1,1.6,3.74,0,0,3.02,6,32.3,per 100g
"Camel, cube roll, raw",630,20.3,7.7,0,0,46,1.93,8,0.53,1.7,2.7,0,2,1.9,4,9,per 100g
"Camel, rump, raw",475,21.4,3,0,0,52,1.93,8,0.53,1.7,2.7,0,2,2.2,4,9,per 100g
"Crocodile, steak, as purchased, raw",406,20.6,1.5,0,0,53,1.8,0,0.06,0.2,2.7,0,0,0.39,6,14,per 100g
"Crocodile, steak, as purchased, fried, no added fat",677,34.4,2.5,0,0,88,3,0,0.09,0.2,4.05,0,0,0.65,10,23.3,per 100g
"Crocodile, back leg, raw",455,22,2.2,0,0,70,1.3,8,0.56,0.6,2.7,0,21,0.3,6,14,per 100g
"Crocodile, tail fillet, raw",442,22.5,1.6,0,0,51,1.3,8,0.29,0.6,2.7,0,21,0,6,14,per 100g
"Emu, steak, as purchased, raw",490,23.4,2.5,0,0,50,2.3,20,0.06,4.6,3.7,0,0,3.85,4,24,per 100g
"Emu, steak, as purchased, fried, no added fat",644,30.8,3.3,0,0,53,3.03,16,0.06,4.4,4.38,0,0,4.56,5,31.6,per 100g
"Emu, fan fillet, raw",486,24.7,1.8,0,0,43,0.3,40,0.63,6.7,3.7,0,0,3.6,4,24,per 100g
"Kangaroo, steak, as purchased, raw",426,22.5,1,0.4,0.4,40,2.6,0,0.15,1.2,2.2,0,0,3.1,4,12,per 100g
"Kangaroo, steak, as purchased, fried, no added fat",655,34.6,1.5,0.6,0.6,52,4,0,0.14,1.4,3.05,0,0,4.53,6,18.5,per 100g
"Kangaroo, tail, raw",381,20,1.1,0,0,140,5.6,147,0.37,0.9,2.38,0,11,1.7,13,14,per 100g
"Kangaroo, tail, cooked, no added fat",464,24.4,1.3,0,0,145,6.83,170,0.22,0.9,2.61,0,10,2.07,14,17.1,per 100g
"Kangaroo, loin fillet, raw",397,21.4,0.9,0,0,40,2.3,0,0.86,1.9,2.38,0,9,3.4,3,20,per 100g
"Kangaroo, loin fillet, grilled, no added fat",556,30.1,1.2,0,0,44,3.05,0,0.8,2.5,0.85,0,9,4.1,4,20,per 100g
"Kangaroo, rump, baked, no added fat",669,33.9,2.5,0,0,51,4,0,0.55,2.4,0.85,0,18,4.2,4,30,per 100g
"Kangaroo, rump, raw",373,20.3,0.8,0,0,47,2.3,0,0.78,2,2.38,0,19,2.3,3,20,per 100g
"Ostrich, fan fillet, raw",424,23.4,0.7,0,0,53,3.71,8,0.51,5,2.7,0,0,2.3,3,34.9,per 100g
"Ostrich, moon steak, raw",455,23.7,1.4,0,0,52,3.8,8,0.52,5,2.7,0,0,2.8,3,35.8,per 100g
"Pigeon (squab), whole, raw","1,219",16.2,25.5,0,0,68,2.2,6,0.41,0.4,8.7,5,73,2.4,13,13.3,per 100g
"Rabbit, farmed, whole, raw",472,23.2,2.1,0,0,53,1.6,8,0.25,5.3,1.6,0,10,1,9,25,per 100g
"Rabbit, flesh, casseroled, no added fat",712,29.3,5.7,0.2,0.2,56,2.1,9,0.19,8,0.4,0,7,1.3,17,37,per 100g
"Chicken, liver, raw",466,16.9,4.8,0,0,66,3.6,"1,450",0.85,16.6,0,18,"12,007",9.8,4,54.6,per 100g
"Chicken, liver, fried, added butter",744,20.2,10.8,0,0,115,4.28,"1,464",0.74,15.8,0.07,17,"10,726",11.06,6,64.9,per 100g
"Lamb, liver, grilled, no added fat",822,21.5,11.1,2.6,0,73,5,680,0.49,76.5,0,23,"31,007",11,6,46.6,per 100g
"Bacon, middle rasher, separable lean, fried, no added fat",858,31.2,8.5,0.8,0.8,"2,200",2.6,1,0.08,0.4,0,0,0,0.73,10,16,per 100g
"Bacon, middle rasher, untrimmed, raw","1,310",15.4,28.2,0.2,0.2,"1,274",0.79,2,0.08,0.6,0,0,8,0.43,4,15,per 100g
"Bacon, middle rasher, separable fat, fried, no added fat","3,204",11.6,81.1,0.4,0.4,"1,000",0.67,0,0.02,0.1,0,0,0,0.29,4,5.6,per 100g
"Bacon, shortcut, as purchased without rind, fried, no added fat","1,046",30.4,13.9,0.9,0.9,"2,000",2.1,3,0.56,1,0,0,0,0.64,8,28,per 100g
"Beef, corned, canned",957,21.5,15.7,0.3,0.3,750,3.4,127,0.04,3.2,0.7,0,12,2,6,7.9,per 100g
"Braised steak & onions, canned",264,7.2,1.6,4.5,1,380,0.89,0,0,0.1,0.4,0,1,0.55,12,3.1,per 100g
"Chicken, processed luncheon meat, low or reduced fat",483,20,1.2,4.4,0.2,760,0.46,57,0.12,0.2,3.9,0,10,0.39,8,12.5,per 100g
"Frankfurt, cooked","1,051",14.3,19.9,3.4,0.2,770,2.4,1,0.03,1,0.32,1,1,2.3,33,1.8,per 100g
"Ham, leg, lean",467,17,2.5,2,0.8,"1,250",1.02,23,0.08,0.6,0,0,0,0.62,9,19.8,per 100g
Prosciutto,"1,224",30.8,18.8,0.3,0.3,"1,700",2.3,30,0.22,0.4,0,0,0,0.84,10,22,per 100g
"Salami, danish","1,858",19.6,40.2,1.2,0.8,"1,485",3.16,0,0.5,1.9,0,0,8,1.5,20,24,per 100g
"Salami, hungarian","1,783",21.6,37.4,0.9,0,"1,730",3.46,0,0.5,1.9,0,0,5,2.4,22,24,per 100g
"Salami, mettwurst","1,791",21.9,37.5,0.8,0.5,"1,535",3.56,0,0.5,1.9,0,0,7,2.7,18,24,per 100g
"Salami, milano","1,781",21.7,36.9,2.2,1,"1,495",4.02,0,0.5,1.9,0,0,7,2.1,28,24,per 100g
"Salami, pepperoni","1,774",23.5,36.1,1.6,0.8,"1,400",4.02,0,0.5,1.9,0,0,16,2.8,22,24,per 100g
"Salami, all varieties, raw","1,412",21.9,27.4,0.4,0,"1,500",2.9,0,0.11,0.5,0,0,0,1.7,21,24,per 100g
"Sausage, beef, raw",987,14.5,18.7,2.9,0.4,740,2.6,0,0.1,2.3,2,0,76,5.8,12,6.5,per 100g
"Sausage, beef, fried, no added fat",947,16.4,16.2,4,0.4,788,3.05,0,0.06,2.8,0.5,1,58,1.37,11,8.5,per 100g
"Sausage, beef, grilled, no added fat",911,17.2,14.9,3.8,0.4,795,2.68,4,0.06,3,0.5,1,74,1.31,9,7.2,per 100g
"Sausage, chicken, plain, fried, no added fat",841,18.2,12,4.9,0.8,736,1.44,3,0.22,0.5,3.9,0,31,0.89,19,23.2,per 100g
"Sausage, chicken, flavoured, fried, no added fat",841,18.2,12,4.9,0.8,844,1.44,3,0.22,0.5,4.8,0,31,0.89,19,23.2,per 100g
"Sausage, chorizo, uncooked","1,183",20.1,22.1,1.2,0.8,"1,100",2.7,65,0.07,0.7,0,0,5,1.5,12,23,per 100g
"Sausage, chorizo, fried, no added fat","1,245",21.2,23.3,1.3,0.8,868,2.13,20,0.04,0.5,0,0,4,1.03,11,18.2,per 100g
"Sausage, lamb, plain, fried, no added fat",946,15.6,16.1,4.9,1.3,"1,050",3.05,0,0.06,2.8,1.2,1,54,1.37,11,8.5,per 100g
"Sausage, lamb, flavoured, fried, no added fat",946,15.6,16.1,4.9,1.3,770,3.05,0,0.06,2.8,1.2,1,54,1.37,11,8.5,per 100g
"Sausage, pork, fried, no added fat","1,083",16.5,19.4,4.5,0.7,763,2.3,10,0.42,0.6,0.32,0,18,1.6,14,26.2,per 100g
"Spam, canned","1,238",14.2,26.1,1.9,1.2,920,1.3,88,0.03,0.2,0,29,0,0.51,5,29,per 100g
"Sausages & vegetables, canned",283,4,2.1,7.8,2.2,320,0.39,158,0,0,0.08,0,53,0.53,10,1.3,per 100g
"Steak & vegetables, canned",258,4.4,1.9,6.2,1.8,320,0.81,145,0,0,0.1,0,30,0.62,12,2.1,per 100g
"Coconut, fresh, mature fruit, flesh","1,396",3.8,32.8,3.3,2.9,5,0.48,26,0.02,0,0,2,0,0.4,7,2,per 100g
"Coconut, fresh, young or immature, flesh",353,1.6,5.6,7,4,6,0.22,26,0.05,0,0,3,0,0.6,18,10.1,per 100g
"Coconut, fresh, mature, water or juice",87,0.5,0.1,4.7,4.7,17,0.16,3,0.03,0,0,0,0,0.6,17,1,per 100g
"Coconut, fresh, young or immature, water or juice",109,0.2,0,6.6,6.6,5,0.09,3,0.03,0,0,0,0,0.4,12,1,per 100g
"Coconut, grated & desiccated","2,777",6.9,65.4,7.3,6.6,15,1.17,9,0.05,0,0,0,0,1.7,12,11.8,per 100g
"Coconut, cream, regular fat",908,1.6,23.2,1.4,1.4,16,0.26,0,0,0,0,0,0,0.51,2,0,per 100g
"Coconut, milk, canned, regular fat",620,1.4,15.4,1.7,1.7,26,0.31,0,0,0,0,0,1,0.66,3,0,per 100g
"Coconut, milk, canned, reduced fat",288,0.6,7.1,0.9,0.9,15,0.22,0,0.03,0,0,0,1,0.2,5,2.1,per 100g
"Nut, almond, with skin, raw, unsalted","2,385",19.7,50.5,5.4,5.2,0,3.63,37,0.09,0,0,0,0,3.75,265,1.5,per 100g
"Nut, almond, with skin, roasted, unsalted","2,461",19.7,52.5,5.4,5.2,0,3.63,30,0.08,0,0,0,0,3.75,265,1.5,per 100g
"Nut, almond meal","2,568",20.5,55.8,5.1,3.9,5,3.4,43,0.14,0,0,0,1,3.1,220,2,per 100g
"Nut, brazil, raw or blanched, unsalted","2,886",14.4,68.5,2.4,2.1,2,4.1,22,0.27,0,0,0,2,2.2,150,"1,917.00",per 100g
"Nut, cashew, raw, unsalted","2,540",17,49.2,22.9,5.5,11,5.5,25,0.35,0,0,0,1,5,34,33,per 100g
"Nut, cashew, roasted, unsalted","2,530",17,47.7,26.8,6.5,7,5.5,53,0.07,0,0,0,0,5.3,42,17,per 100g
"Nut, cashew, roasted, salted","2,554",17,48.5,26.7,6.4,270,5,53,0.07,0,0,0,0,4.9,34,17,per 100g
"Nut, chestnut, raw, unsalted",727,3.4,0.2,32.1,3.3,1,0.4,58,0.35,0,0,40,0,0.7,18,0,per 100g
"Nut, chestnut, roasted, unsalted",724,3.4,0.6,34.3,3.8,1,0.5,70,0.5,0,0,4,2,0.8,13,1.2,per 100g
"Nut, hazelnut, raw, unsalted","2,689",14.8,61.4,5.1,4.4,3,2.2,113,0.56,0,0,0,3,3.2,86,1,per 100g
"Nut, macadamia, raw, unsalted","3,018",9.2,74,4.5,4.5,1,1.2,11,0.28,0,0,1,0,1.8,48,10,per 100g
"Nut, peanut, with skin, raw, unsalted","2,376",24.7,47.1,8.9,5.1,1,3,240,0.65,0,0,0,1,2.3,54,12,per 100g
"Nut, peanut, with skin, roasted, with oil, salted","2,635",24.4,51.7,14.4,4.7,380,2.84,93,0.6,0,0,0,1,2.4,50,2.2,per 100g
"Nut, peanut, without skin, roasted, with oil, salted","2,667",25.1,52.8,14.1,4.4,335,2.84,93,0.5,0,0,0,1,1.2,40,5.1,per 100g
"Nut, peanut, without skin, roasted, with oil, unsalted","2,667",25.1,52.8,14.1,4.4,1,2.84,93,0.5,0,0,0,1,1.2,40,5.1,per 100g
"Nut, pecan, raw, unsalted","2,973",9.8,71.9,4.9,4.3,3,3.9,22,0.26,0,0,1,4,2.4,51,2,per 100g
"Nut, pine, raw, unsalted","2,925",13,70,4.5,3.4,3,5.3,34,0.02,0,0,0,2,4.1,11,1,per 100g
"Nut, pistachio, raw, unsalted","2,542",19.7,50.6,15.8,5.9,7,2.3,51,1.5,0,0,0,22,3.9,90,1,per 100g
"Nut, walnut, raw, unsalted","2,904",14.4,69.2,3,2.7,3,2.53,70,0.43,0,0,0,4,2.5,89,2,per 100g
"Psyllium, uncooked",826,3,1.3,1,0,55,0.62,0,0,0,0,0,0,24,190,6.2,per 100g
"Seed, chia, dried","1,825",23.8,29.8,3.1,0.7,0,5.4,111,0.12,0,0,0,0,13,530,12,per 100g
"Seed, linseed or flaxseed","1,883",21.6,32.6,2.8,1.5,60,3.5,41,0.06,0,0,0,0,5.5,180,22,per 100g
"Seed, poppy","2,143",18,41.6,8.6,3,26,7.9,82,0.25,0,0,1,0,9.76,"1,438",13.5,per 100g
"Seed, pumpkin, hulled & dried","2,249",30.2,45,2.1,1.3,1,6.5,34,0,0,0,0,2,8.5,40,15,per 100g
"Seed, sunflower","2,362",24.7,48.3,3.1,2.1,0,5.44,126,0.56,0,0,0,0,4.85,99,7.5,per 100g
"Tahini, sesame seed pulp","2,717",20.4,60.7,1,0.7,79,5.53,99,0.2,0,0,0,1,5.1,330,20.6,per 100g
"Wattle seed (acacia), ground","1,183",20.3,6.1,10.5,0,102,0.4,40,0.9,0,0,0,0,6,419,31.7,per 100g
"Barramundi, aquacultured, fillet, raw",523,19.2,5.3,0,0,56,0.36,0,0.42,1.9,10.7,0,19,0.32,18,29.4,per 100g
"Barramundi, aquacultured, fillet, grilled, no added fat",717,26.4,7.3,0,0,76,0.49,0,0.52,2.3,13.19,0,24,0.43,25,40.2,per 100g
"Barramundi, aquacultured, fillet, steamed with no added fat",623,22.9,6.3,0,0,56,0.43,0,0.4,1.9,10.19,0,20,0.38,22,34.9,per 100g
"Bassa, fillet, raw",332,15.7,1.8,0,0,84,0.24,0,0.44,2,2.1,0,0,0.4,18,20,per 100g
"Bassa (basa), fillet, baked, no added fat",455,21.5,2.4,0,0,115,0.33,0,0.54,2.5,2.59,0,0,0.55,25,27.4,per 100g
"Bassa (basa), fillet, steamed, no added fat",396,18.7,2.1,0,0,85,0.28,0,0.42,2,2.25,0,0,0.48,22,23.8,per 100g
"Blue grenadier, flesh, raw",307,15.2,1.2,0.2,0.2,53,0.23,2,0.09,0.7,2.1,0,36,0.88,8,47,per 100g
"Blue grenadier, flesh, baked, no added fat",427,22,1.3,0.3,0.3,56,0.32,2,0.05,0.9,2.2,0,15,0.2,9,69,per 100g
"Blue grenadier, flesh, steamed, no added fat",399,20.6,1.2,0.3,0.3,47,0.32,26,0.05,0.8,2.2,0,11,0.19,10,59,per 100g
"Bream, fillet, raw",521,19.6,5.1,0,0,84,0.6,0,0.44,2,2.1,3,0,0.4,23,47,per 100g
"Bream, fillet, baked, no added fat",714,26.8,7,0,0,115,0.82,0,0.54,2.3,2.3,3,0,0.55,32,64.4,per 100g
"Bream, fillet, steamed, no added fat",581,22.4,5.4,0,0,82,0.8,0,0.37,1.9,2.2,2,0,0.4,25,50,per 100g
"Flathead, flesh, raw",395,21.1,1,0,0,97,0.6,0,0.24,1.8,2.1,1,0,0.2,63,42,per 100g
"Flathead, flesh, baked, no added fat",541,28.8,1.4,0,0,133,0.82,0,0.3,2.2,2.59,1,0,0.27,86,57.5,per 100g
"Flathead, flesh, steamed, no added fat",487,26.1,1.2,0,0,91,0.7,0,0.26,1.9,2.2,1,0,0.4,45,58,per 100g
"Gemfish, flesh, raw",335,14,2.6,0.1,0.1,40,0.25,0,0.13,0.8,2.1,0,131,0.38,11,51.9,per 100g
"Gemfish, flesh, baked, no added fat",460,19.2,3.6,0.1,0.1,54,0.35,0,0.16,0.9,2.3,0,152,0.52,16,71,per 100g
"Gemfish, flesh, steamed, no added fat",569,26.4,3.1,0.3,0.3,72,0.46,0,0.16,1.7,2.2,0,206,0.65,10,84.6,per 100g
"Kingfish, yellowtail, aquacultured, fillet, with skin, raw",858,22.9,12.7,0,0,36,0.73,0,0.42,1.9,2.1,0,22,0.47,117,31.3,per 100g
"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat","1,175",31.3,17.4,0,0,49,0.99,0,0.52,2.2,2.3,0,25,0.64,160,42.9,per 100g
"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat","1,021",27.2,15.1,0,0,36,0.86,0,0.4,1.9,2,0,22,0.56,139,37.3,per 100g
"Mackerel, raw",561,19.3,6.3,0,0,59,0.49,1,0.4,2.4,2.1,2,39,0.44,11,36.5,per 100g
"Mackerel, grilled, no added fat",768,26.4,8.6,0,0,81,0.67,1,0.49,2.7,2.3,2,45,0.6,15,50,per 100g
"Mackerel, steamed, no added fat",668,23,7.5,0,0,60,0.58,1,0.38,2.4,2,1,39,0.52,13,43.4,per 100g
"Milkfish, aquacultured, flesh, raw",795,23.4,10.7,0,0,84,0.84,0,0.44,2,2.1,0,0,0.4,18,31.2,per 100g
"Milkfish, aquacultured, flesh, grilled, no added fat","1,089",32,14.7,0,0,115,1.15,0,0.54,2.3,2.3,0,0,0.55,25,42.8,per 100g
"Milkfish, aquacultured, flesh, steamed, no added fat",946,27.8,12.8,0,0,85,1,0,0.42,2,2,0,0,0.48,22,37.2,per 100g
"Morwong, fillet, raw",544,19.4,5.8,0,0,89,0.4,0,0.28,2.6,2.1,0,12,0.4,55,40,per 100g
"Morwong, fillet, grilled, no added fat",745,26.5,7.9,0,0,122,0.55,0,0.34,3,2.3,0,14,0.55,75,54.8,per 100g
"Morwong, fillet, steamed, no added fat",528,23,3.7,0,0,86,0.5,0,0.28,2.4,2.2,0,0,0.4,24,50,per 100g
"Mullet, yelloweye, fillet, raw",549,19.2,6,0,0,131,1.1,0,0.39,4.9,2.1,0,12,0.4,53,72,per 100g
"Mullet, yelloweye, fillet, baked, no added fat",752,26.4,8.2,0,0,179,1.51,0,0.48,6,2.59,0,15,0.55,73,98.6,per 100g
"Mullet, yelloweye, fillet, steamed, no added fat",559,22,5,0,0,144,1.05,0,0.24,4.9,2.2,0,8,0.6,40,110,per 100g
"Mulloway, flesh, raw",435,20.6,2.3,0,0,54,0.4,0,0.16,0.2,2.1,1,0,0.4,26,37,per 100g
"Mulloway, flesh, baked, no added fat",595,28.2,3.2,0,0,74,0.55,0,0.2,0.2,2.59,1,0,0.55,36,50.7,per 100g
"Mulloway, flesh, steamed, no added fat",540,23.2,3.9,0,0,63,0.6,0,0.13,0.4,2.2,1,0,0.6,30,49,per 100g
"Salmon, Atlantic, fillet, raw",965,20.5,16.7,0,0,32,0.42,0,0.55,2.2,6,0,10,0.31,48,23.2,per 100g
"Salmon, Atlantic, fillet, grilled, no added fat","1,078",22.9,18.6,0,0,36,0.47,0,0.55,2,5.36,0,9,0.35,54,26,per 100g
"Salmon, Atlantic, fillet, steamed, no added fat","1,135",24.1,19.6,0,0,32,0.49,0,0.51,2.2,5.65,0,10,0.37,57,27.3,per 100g
"Salmon, Pacific King, fillet, skinless, raw","1,149",18.1,22.8,0,0,30,0.42,0,0.54,0.7,6,2,40,0.23,9,24,per 100g
"Salmon, Pacific King, fillet, skinless, grilled, no added fat","1,284",20.2,25.4,0,0,33,0.47,0,0.54,0.6,5.36,2,38,0.26,10,26.8,per 100g
"Salmon, Pacific King, fillet, steamed, no added fat","1,352",21.3,26.8,0,0,30,0.49,0,0.51,0.7,5.65,2,40,0.27,10,28.2,per 100g
"Sardine, Australian, whole, raw",442,19.7,2.9,0,0,665,3.1,7,0.31,8.3,6,0,106,3.95,725,97,per 100g
"Sardine, Australian, whole, fried, no added fat",444,22,1.9,0,0,794,3.29,10,0.21,6.8,5.65,0,91,6.1,872,97.4,per 100g
"Sprat, blue, wild caught, flesh, skin & bones, raw",378,18.7,1.6,0,0,675,2.8,9,0.2,7,6,0,91,5.18,742,82.8,per 100g
"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat",444,22,1.9,0,0,794,3.29,10,0.21,7.4,6.35,0,91,6.1,872,97.4,per 100g
"Shark, fillet, without skin, raw",434,24.6,0.4,0,0,180,0.34,0,0.16,0.8,2.1,0,0,0.16,10,38,per 100g
"Shark, fillet, without skin, baked, no added fat",595,33.8,0.6,0,0,246,0.46,0,0.2,0.9,2.59,0,0,0.22,13,52,per 100g
"Shark, fillet, without skin, steamed, no added fat",488,27.7,0.5,0,0,162,0.3,0,0.16,0.8,2.12,0,0,0.14,9,34.2,per 100g
"Shark, battered, deep-fried, takeaway outlet","1,090",15.5,14.5,16.5,1.5,295,0.38,0,0.38,0.2,0.3,0,12,0.4,11,27.3,per 100g
"Silver perch, aquacultured, raw",924,19.5,16,0,0,70,0.86,0,0.44,2,2.1,0,0,0.4,18,31.4,per 100g
"Silver perch, aquacultured, baked, no added fat","1,266",26.7,22,0,0,96,1.18,0,0.54,2.3,2.3,0,0,0.55,25,43,per 100g
"Silver perch, aquacultured, steamed, no added fat","1,100",23.2,19.1,0,0,71,1.03,0,0.42,2,2,0,0,0.48,22,37.4,per 100g
"Snapper, fillet, raw",404,20.3,1.6,0,0,85,0.7,0,0.28,2.5,2.1,1,5,0.3,123,35,per 100g
"Snapper, fillet, baked, no added fat",554,27.8,2.2,0,0,116,0.96,0,0.34,3.1,2.59,1,6,0.41,168,47.9,per 100g
"Snapper, fillet, steamed, no added fat",554,27.8,2.2,0,0,93,0.77,0,0.34,3.2,2.59,1,6,0.33,135,38.4,per 100g
"Tilapia, fillet, raw",477,18.5,4.4,0,0,84,0.75,0,0.44,2,2.1,0,0,0.4,18,33.7,per 100g
"Tilapia, fillet, baked, no added fat",654,25.3,6,0,0,115,1.02,0,0.54,2.5,2.59,0,0,0.55,25,46.1,per 100g
"Tilapia, fillet, steamed, no added fat",568,22,5.2,0,0,85,0.89,0,0.42,2,2.25,0,0,0.48,22,40.1,per 100g
"Trout, ocean, aquacultured, fillet, without skin, raw","1,205",17.4,24.6,0,0,247,0.82,0,0.44,2,2.1,1,8,0.35,73,27.9,per 100g
"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat","1,651",23.8,33.7,0,0,338,1.12,0,0.54,2.3,2.3,1,9,0.47,100,38.2,per 100g
"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat","1,435",20.7,29.3,0,0,250,0.97,0,0.42,2,2,1,8,0.41,87,33.2,per 100g
"Trout, rainbow, aquacultured, raw",645,19.6,8.4,0,0,70,0.79,11,0.55,2.2,2.1,0,0,0.31,48,24,per 100g
"Trout, rainbow, aquacultured, baked, no added fat",883,26.8,11.6,0,0,96,1.08,14,0.67,2.6,2.3,0,0,0.43,66,32.9,per 100g
"Trout, rainbow, aquacultured, steamed, no added fat",767,23.3,10,0,0,71,0.94,10,0.52,2.2,2,0,0,0.37,57,28.6,per 100g
"Tuna, yellowfin, flesh, raw",435,23.4,1,0,0,37,0.52,2,0.44,0.5,2.1,1,18,0.73,16,37,per 100g
"Tuna, yellowfin, flesh, baked, no added fat",596,32,1.4,0,0,51,0.71,2,0.54,0.6,2.3,1,21,1,22,50.7,per 100g
"Tuna, yellowfin, flesh, steamed, no added fat",518,27.8,1.2,0,0,37,0.62,2,0.42,0.5,2,1,18,0.87,19,44,per 100g
"Whiting, King George, flesh, raw",362,19.8,0.7,0,0,70,0.8,0,0.22,1.5,2.1,1,0,0.2,37,55,per 100g
"Whiting, King George, flesh, baked, no added fat",517,28.2,1,0,0,100,1.14,0,0.28,1.9,2.7,1,0,0.28,53,78.6,per 100g
"Whiting, King George, flesh, steamed, no added fat",437,23.3,1.1,0,0,69,0.9,0,0.19,1.4,2.2,1,0,0.3,19,68,per 100g
"Fish, eel, raw",745,18.4,11.7,0,0,51,1.62,15,0.07,3,2.1,2,"1,043",0.5,20,6.5,per 100g
"Fish, white flesh, battered, packaged frozen, baked, no added fat",820,12.2,7,20.6,1.6,383,0.4,1,0.12,0.5,0.3,0,1,0.5,21,29,per 100g
"Fish, white flesh, crumbed, packaged frozen, baked, no added fat",856,11.8,10,16.7,1.7,383,0.49,1,0.12,0.5,0.3,0,1,0.5,21,29,per 100g
"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat","1,006",15.2,13.2,15.2,0.6,406,1,5,0.28,1,0.3,0,1,0.5,21,29,per 100g
"Abalone, black lip, aquacultured, raw",332,16.2,0.8,1.6,0.4,390,1.05,23,0.09,15,0,0,2,2.33,29,20.5,per 100g
"Abalone, black lip, wild, raw",380,19.4,0.6,1.6,0.4,268,1.12,23,0.09,15,0,0,2,1.78,21,8.8,per 100g
"Abalone, green lip, aquacultured, raw",345,17.1,0.8,1.6,0.4,792,1.48,23,0.09,15,0,0,2,2.6,58,22.3,per 100g
"Abalone, green lip, wild, raw",363,18.7,0.5,1.6,0.4,255,0.46,23,0.09,15,0,0,2,2.15,19,5.8,per 100g
